completeness;brutus_action;brutus_location;world_nr;tick_nr
0.2727272727272727;MoveWest;(12, 18);1;669
0.2727272727272727;MoveWest;(11, 18);1;670
0.2727272727272727;MoveWest;(10, 18);1;671
0.2727272727272727;MoveNorthWest;(9, 17);1;672
0.2727272727272727;MoveNorth;(9, 16);1;673
0.2727272727272727;MoveNorth;(9, 15);1;674
0.2727272727272727;RemoveObject;(9, 15);1;675
0.2727272727272727;CarryObject;(9, 15);1;676
0.2727272727272727;MoveSouth;(9, 16);1;677
0.2727272727272727;MoveSouth;(9, 17);1;678
0.2727272727272727;MoveSouthEast;(10, 18);1;679
0.2727272727272727;MoveEast;(11, 18);1;680
0.2727272727272727;MoveEast;(12, 18);1;681
0.2727272727272727;MoveEast;(13, 18);1;682
0.2727272727272727;MoveEast;(14, 18);1;683
0.2727272727272727;MoveEast;(15, 18);1;684
0.2727272727272727;MoveEast;(16, 18);1;685
0.2727272727272727;MoveEast;(17, 18);1;686
0.2727272727272727;MoveEast;(18, 18);1;687
0.2727272727272727;MoveNorthEast;(19, 17);1;688
0.2727272727272727;MoveNorthEast;(20, 16);1;689
0.2727272727272727;MoveEast;(21, 16);1;690
0.2727272727272727;MoveNorthEast;(22, 15);1;691
0.2727272727272727;MoveEast;(23, 15);1;692
0.2727272727272727;MoveNorthEast;(24, 14);1;693
0.2727272727272727;MoveEast;(25, 14);1;694
0.36363636363636365;Drop;(25, 14);1;695
0.36363636363636365;MoveNorthWest;(24, 13);1;696
0.36363636363636365;MoveNorthWest;(23, 12);1;697
0.36363636363636365;MoveNorthWest;(22, 11);1;698
0.36363636363636365;MoveNorthWest;(21, 10);1;699
0.36363636363636365;MoveNorthWest;(20, 9);1;700
0.36363636363636365;MoveNorthWest;(19, 8);1;701
0.36363636363636365;MoveNorth;(19, 7);1;702
0.36363636363636365;MoveNorthWest;(18, 6);1;703
0.36363636363636365;MoveNorthWest;(17, 5);1;704
0.36363636363636365;MoveNorthWest;(16, 4);1;705
0.36363636363636365;Idle;(16, 4);1;706
0.36363636363636365;MoveNorth;(16, 3);1;707
0.36363636363636365;MoveNorthWest;(15, 2);1;708
0.36363636363636365;MoveNorth;(15, 1);1;709
0.36363636363636365;AddObject;(15, 1);1;710
0.36363636363636365;MoveSouth;(15, 2);1;711
0.36363636363636365;MoveNorthEast;(16, 1);1;712
0.36363636363636365;AddObject;(16, 1);1;713
0.36363636363636365;MoveSouth;(16, 2);1;714
0.36363636363636365;AddObject;(16, 2);1;715
0.36363636363636365;MoveNorthEast;(17, 1);1;716
0.36363636363636365;MoveSouth;(17, 2);1;717
0.36363636363636365;Idle;(17, 2);1;718
0.36363636363636365;;(17, 2);1;719
0.36363636363636365;;(17, 2);1;720
0.36363636363636365;;(17, 2);1;721
0.36363636363636365;;(17, 2);1;722
0.36363636363636365;;(17, 2);1;723
0.36363636363636365;;(17, 2);1;724
0.36363636363636365;;(17, 2);1;725
0.36363636363636365;;(17, 2);1;726
0.36363636363636365;;(17, 2);1;727
0.36363636363636365;;(17, 2);1;728
0.36363636363636365;;(17, 2);1;729
0.36363636363636365;;(17, 2);1;730
0.36363636363636365;;(17, 2);1;731
0.36363636363636365;;(17, 2);1;732
0.36363636363636365;;(17, 2);1;733
0.36363636363636365;;(17, 2);1;734
0.36363636363636365;;(17, 2);1;735
0.36363636363636365;;(17, 2);1;736
0.36363636363636365;;(17, 2);1;737
0.36363636363636365;;(17, 2);1;738
0.36363636363636365;;(17, 2);1;739
0.36363636363636365;;(17, 2);1;740
0.36363636363636365;;(17, 2);1;741
0.36363636363636365;;(17, 2);1;742
0.36363636363636365;;(17, 2);1;743
0.36363636363636365;;(17, 2);1;744
0.36363636363636365;;(17, 2);1;745
0.36363636363636365;;(17, 2);1;746
0.36363636363636365;;(17, 2);1;747
0.36363636363636365;;(17, 2);1;748
0.36363636363636365;;(17, 2);1;749
0.36363636363636365;;(17, 2);1;750
0.36363636363636365;;(17, 2);1;751
0.36363636363636365;;(17, 2);1;752
0.36363636363636365;;(17, 2);1;753
0.36363636363636365;;(17, 2);1;754
0.36363636363636365;;(17, 2);1;755
0.36363636363636365;;(17, 2);1;756
0.36363636363636365;;(17, 2);1;757
0.36363636363636365;;(17, 2);1;758
0.36363636363636365;;(17, 2);1;759
0.36363636363636365;;(17, 2);1;760
0.36363636363636365;;(17, 2);1;761
0.36363636363636365;;(17, 2);1;762
0.36363636363636365;;(17, 2);1;763
0.36363636363636365;;(17, 2);1;764
0.36363636363636365;;(17, 2);1;765
0.36363636363636365;;(17, 2);1;766
0.36363636363636365;RemoveObject;(17, 2);1;767
0.36363636363636365;;(17, 2);1;768
0.36363636363636365;;(17, 2);1;769
0.36363636363636365;;(17, 2);1;770
0.36363636363636365;;(17, 2);1;771
0.36363636363636365;;(17, 2);1;772
0.36363636363636365;;(17, 2);1;773
0.36363636363636365;;(17, 2);1;774
0.36363636363636365;;(17, 2);1;775
0.36363636363636365;;(17, 2);1;776
0.36363636363636365;RemoveObject;(17, 2);1;777
0.36363636363636365;Idle;(17, 2);1;778
0.36363636363636365;Idle;(17, 2);1;779
0.36363636363636365;MoveNorth;(17, 1);1;780
0.36363636363636365;RemoveObject;(17, 1);1;781
0.36363636363636365;CarryObject;(17, 1);1;782
0.36363636363636365;MoveSouth;(17, 2);1;783
0.36363636363636365;MoveSouthWest;(16, 3);1;784
0.36363636363636365;MoveSouthEast;(17, 4);1;785
0.36363636363636365;Idle;(17, 4);1;786
0.36363636363636365;;(17, 4);1;787
0.36363636363636365;;(17, 4);1;788
0.36363636363636365;;(17, 4);1;789
0.36363636363636365;;(17, 4);1;790
0.36363636363636365;;(17, 4);1;791
0.36363636363636365;;(17, 4);1;792
0.36363636363636365;;(17, 4);1;793
0.36363636363636365;;(17, 4);1;794
0.36363636363636365;;(17, 4);1;795
0.36363636363636365;;(17, 4);1;796
0.36363636363636365;;(17, 4);1;797
0.36363636363636365;;(17, 4);1;798
0.36363636363636365;;(17, 4);1;799
0.36363636363636365;;(17, 4);1;800
0.36363636363636365;;(17, 4);1;801
0.36363636363636365;;(17, 4);1;802
0.36363636363636365;;(17, 4);1;803
0.36363636363636365;;(17, 4);1;804
0.36363636363636365;;(17, 4);1;805
0.36363636363636365;;(17, 4);1;806
0.36363636363636365;;(17, 4);1;807
0.36363636363636365;;(17, 4);1;808
0.36363636363636365;;(17, 4);1;809
0.36363636363636365;;(17, 4);1;810
0.36363636363636365;;(17, 4);1;811
0.36363636363636365;;(17, 4);1;812
0.36363636363636365;;(17, 4);1;813
0.36363636363636365;;(17, 4);1;814
0.36363636363636365;;(17, 4);1;815
0.36363636363636365;;(17, 4);1;816
0.36363636363636365;;(17, 4);1;817
0.36363636363636365;;(17, 4);1;818
0.36363636363636365;;(17, 4);1;819
0.36363636363636365;;(17, 4);1;820
0.36363636363636365;;(17, 4);1;821
0.36363636363636365;;(17, 4);1;822
0.36363636363636365;;(17, 4);1;823
0.36363636363636365;;(17, 4);1;824
0.36363636363636365;;(17, 4);1;825
0.36363636363636365;;(17, 4);1;826
0.36363636363636365;;(17, 4);1;827
0.36363636363636365;;(17, 4);1;828
0.36363636363636365;;(17, 4);1;829
0.36363636363636365;;(17, 4);1;830
0.36363636363636365;;(17, 4);1;831
0.36363636363636365;;(17, 4);1;832
0.36363636363636365;;(17, 4);1;833
0.36363636363636365;;(17, 4);1;834
0.36363636363636365;;(17, 4);1;835
0.36363636363636365;MoveSouthEast;(18, 5);1;836
0.36363636363636365;MoveSouthEast;(19, 6);1;837
0.36363636363636365;MoveSouthEast;(20, 7);1;838
0.36363636363636365;MoveSouthEast;(21, 8);1;839
0.36363636363636365;MoveSouthEast;(22, 9);1;840
0.36363636363636365;MoveSouthEast;(23, 10);1;841
0.36363636363636365;MoveSouthEast;(24, 11);1;842
0.36363636363636365;MoveSouthEast;(25, 12);1;843
0.45454545454545453;Drop;(25, 12);1;844
0.45454545454545453;Idle;(25, 12);1;845
0.45454545454545453;MoveNorthWest;(24, 11);1;846
0.45454545454545453;MoveNorthWest;(23, 10);1;847
0.45454545454545453;MoveNorthWest;(22, 9);1;848
0.45454545454545453;MoveNorthWest;(21, 8);1;849
0.45454545454545453;MoveNorthWest;(20, 7);1;850
0.45454545454545453;MoveNorthWest;(19, 6);1;851
0.45454545454545453;MoveNorthWest;(18, 5);1;852
0.45454545454545453;MoveNorthWest;(17, 4);1;853
0.45454545454545453;MoveNorthWest;(16, 3);1;854
0.45454545454545453;MoveNorth;(16, 2);1;855
0.45454545454545453;MoveNorth;(16, 1);1;856
0.45454545454545453;RemoveObject;(16, 1);1;857
0.45454545454545453;CarryObject;(16, 1);1;858
0.45454545454545453;MoveSouth;(16, 2);1;859
0.45454545454545453;MoveSouth;(16, 3);1;860
0.45454545454545453;MoveSouthEast;(17, 4);1;861
0.45454545454545453;MoveSouthEast;(18, 5);1;862
0.45454545454545453;MoveSouthEast;(19, 6);1;863
0.45454545454545453;MoveSouthEast;(20, 7);1;864
0.45454545454545453;MoveSouthEast;(21, 8);1;865
0.45454545454545453;MoveSouthEast;(22, 9);1;866
0.45454545454545453;MoveSouthEast;(23, 10);1;867
0.45454545454545453;MoveSouth;(23, 11);1;868
0.45454545454545453;MoveSouthEast;(24, 12);1;869
0.45454545454545453;MoveSouth;(24, 13);1;870
0.45454545454545453;MoveSouth;(24, 14);1;871
0.45454545454545453;MoveSouthEast;(25, 15);1;872
0.5454545454545454;Drop;(25, 15);1;873
0.5454545454545454;MoveNorthWest;(24, 14);1;874
0.5454545454545454;MoveNorthWest;(23, 13);1;875
0.5454545454545454;MoveNorthWest;(22, 12);1;876
0.5454545454545454;MoveNorthWest;(21, 11);1;877
0.5454545454545454;MoveNorthWest;(20, 10);1;878
0.5454545454545454;MoveNorthWest;(19, 9);1;879
0.5454545454545454;MoveNorth;(19, 8);1;880
0.5454545454545454;MoveNorth;(19, 7);1;881
0.5454545454545454;MoveNorthWest;(18, 6);1;882
0.5454545454545454;MoveWest;(17, 6);1;883
0.5454545454545454;MoveWest;(16, 6);1;884
0.5454545454545454;MoveWest;(15, 6);1;885
0.5454545454545454;MoveWest;(14, 6);1;886
0.5454545454545454;MoveWest;(13, 6);1;887
0.5454545454545454;MoveWest;(12, 6);1;888
0.5454545454545454;MoveWest;(11, 6);1;889
0.5454545454545454;MoveWest;(10, 6);1;890
0.5454545454545454;MoveWest;(9, 6);1;891
0.5454545454545454;Idle;(9, 6);1;892
0.5454545454545454;MoveSouth;(9, 7);1;893
0.5454545454545454;AddObject;(9, 7);1;894
0.5454545454545454;MoveSouthWest;(8, 8);1;895
0.5454545454545454;MoveSouth;(8, 9);1;896
0.5454545454545454;MoveNorthEast;(9, 8);1;897
0.5454545454545454;MoveSouth;(9, 9);1;898
0.5454545454545454;MoveNorthEast;(10, 8);1;899
0.5454545454545454;MoveSouth;(10, 9);1;900
0.5454545454545454;Idle;(10, 9);1;901
0.5454545454545454;MoveNorth;(10, 8);1;902
0.5454545454545454;MoveNorthWest;(9, 7);1;903
0.5454545454545454;MoveNorth;(9, 6);1;904
0.5454545454545454;MoveNorth;(9, 5);1;905
0.5454545454545454;MoveNorth;(9, 4);1;906
0.5454545454545454;Idle;(9, 4);1;907
0.5454545454545454;MoveNorth;(9, 3);1;908
0.5454545454545454;MoveNorthWest;(8, 2);1;909
0.5454545454545454;MoveNorth;(8, 1);1;910
0.5454545454545454;MoveSouth;(8, 2);1;911
0.5454545454545454;MoveNorthEast;(9, 1);1;912
0.5454545454545454;MoveSouth;(9, 2);1;913
0.5454545454545454;MoveNorthEast;(10, 1);1;914
0.5454545454545454;MoveSouth;(10, 2);1;915
0.5454545454545454;Idle;(10, 2);1;916
0.5454545454545454;MoveSouthWest;(9, 3);1;917
0.5454545454545454;MoveSouthWest;(8, 4);1;918
0.5454545454545454;MoveWest;(7, 4);1;919
0.5454545454545454;MoveWest;(6, 4);1;920
0.5454545454545454;MoveWest;(5, 4);1;921
0.5454545454545454;MoveWest;(4, 4);1;922
0.5454545454545454;MoveWest;(3, 4);1;923
0.5454545454545454;MoveWest;(2, 4);1;924
0.5454545454545454;Idle;(2, 4);1;925
0.5454545454545454;MoveNorth;(2, 3);1;926
0.5454545454545454;MoveNorthWest;(1, 2);1;927
0.5454545454545454;MoveNorth;(1, 1);1;928
0.5454545454545454;MoveSouth;(1, 2);1;929
0.5454545454545454;MoveNorthEast;(2, 1);1;930
0.5454545454545454;MoveSouth;(2, 2);1;931
0.5454545454545454;AddObject;(2, 2);1;932
0.5454545454545454;Idle;(2, 2);1;933
0.5454545454545454;;(2, 2);1;934
0.5454545454545454;;(2, 2);1;935
0.5454545454545454;;(2, 2);1;936
0.5454545454545454;;(2, 2);1;937
0.5454545454545454;;(2, 2);1;938
0.5454545454545454;;(2, 2);1;939
0.5454545454545454;;(2, 2);1;940
0.5454545454545454;;(2, 2);1;941
0.5454545454545454;;(2, 2);1;942
0.5454545454545454;;(2, 2);1;943
0.5454545454545454;;(2, 2);1;944
0.5454545454545454;;(2, 2);1;945
0.5454545454545454;;(2, 2);1;946
0.5454545454545454;;(2, 2);1;947
0.5454545454545454;;(2, 2);1;948
0.5454545454545454;;(2, 2);1;949
0.5454545454545454;;(2, 2);1;950
0.5454545454545454;;(2, 2);1;951
0.5454545454545454;;(2, 2);1;952
0.5454545454545454;;(2, 2);1;953
0.5454545454545454;;(2, 2);1;954
0.5454545454545454;;(2, 2);1;955
0.5454545454545454;;(2, 2);1;956
0.5454545454545454;;(2, 2);1;957
0.5454545454545454;;(2, 2);1;958
0.5454545454545454;;(2, 2);1;959
0.5454545454545454;;(2, 2);1;960
0.5454545454545454;;(2, 2);1;961
0.5454545454545454;;(2, 2);1;962
0.5454545454545454;;(2, 2);1;963
0.5454545454545454;;(2, 2);1;964
0.5454545454545454;;(2, 2);1;965
0.5454545454545454;;(2, 2);1;966
0.5454545454545454;;(2, 2);1;967
0.5454545454545454;;(2, 2);1;968
0.5454545454545454;;(2, 2);1;969
0.5454545454545454;;(2, 2);1;970
0.5454545454545454;;(2, 2);1;971
0.5454545454545454;;(2, 2);1;972
0.5454545454545454;;(2, 2);1;973
0.5454545454545454;;(2, 2);1;974
0.5454545454545454;;(2, 2);1;975
0.5454545454545454;;(2, 2);1;976
0.5454545454545454;;(2, 2);1;977
0.5454545454545454;;(2, 2);1;978
0.5454545454545454;;(2, 2);1;979
0.5454545454545454;;(2, 2);1;980
0.5454545454545454;;(2, 2);1;981
0.5454545454545454;;(2, 2);1;982
0.5454545454545454;;(2, 2);1;983
0.5454545454545454;;(2, 2);1;984
0.5454545454545454;;(2, 2);1;985
0.5454545454545454;;(2, 2);1;986
0.5454545454545454;;(2, 2);1;987
0.5454545454545454;;(2, 2);1;988
0.5454545454545454;;(2, 2);1;989
0.5454545454545454;;(2, 2);1;990
0.5454545454545454;;(2, 2);1;991
0.5454545454545454;;(2, 2);1;992
0.5454545454545454;;(2, 2);1;993
0.5454545454545454;;(2, 2);1;994
0.5454545454545454;;(2, 2);1;995
0.5454545454545454;;(2, 2);1;996
0.5454545454545454;;(2, 2);1;997
0.5454545454545454;;(2, 2);1;998
0.5454545454545454;RemoveObject;(2, 2);1;999
0.5454545454545454;MoveNorthEast;(3, 1);1;1000
0.5454545454545454;MoveSouth;(3, 2);1;1001
0.5454545454545454;Idle;(3, 2);1;1002
0.5454545454545454;MoveSouthWest;(2, 3);1;1003
0.5454545454545454;MoveSouth;(2, 4);1;1004
0.5454545454545454;Idle;(2, 4);1;1005
0.5454545454545454;;(2, 4);1;1006
0.5454545454545454;;(2, 4);1;1007
0.5454545454545454;;(2, 4);1;1008
0.5454545454545454;;(2, 4);1;1009
0.5454545454545454;;(2, 4);1;1010
0.5454545454545454;;(2, 4);1;1011
0.5454545454545454;;(2, 4);1;1012
0.5454545454545454;;(2, 4);1;1013
0.5454545454545454;;(2, 4);1;1014
0.5454545454545454;;(2, 4);1;1015
0.5454545454545454;;(2, 4);1;1016
0.5454545454545454;;(2, 4);1;1017
0.5454545454545454;;(2, 4);1;1018
0.5454545454545454;;(2, 4);1;1019
0.5454545454545454;;(2, 4);1;1020
0.5454545454545454;;(2, 4);1;1021
0.5454545454545454;;(2, 4);1;1022
0.6363636363636364;;(2, 4);1;1023
0.6363636363636364;;(2, 4);1;1024
0.6363636363636364;;(2, 4);1;1025
0.6363636363636364;;(2, 4);1;1026
0.6363636363636364;;(2, 4);1;1027
0.6363636363636364;;(2, 4);1;1028
0.6363636363636364;;(2, 4);1;1029
0.6363636363636364;;(2, 4);1;1030
0.6363636363636364;;(2, 4);1;1031
0.6363636363636364;;(2, 4);1;1032
0.6363636363636364;;(2, 4);1;1033
0.6363636363636364;;(2, 4);1;1034
0.6363636363636364;;(2, 4);1;1035
0.6363636363636364;;(2, 4);1;1036
0.6363636363636364;;(2, 4);1;1037
0.6363636363636364;;(2, 4);1;1038
0.6363636363636364;;(2, 4);1;1039
0.6363636363636364;;(2, 4);1;1040
0.6363636363636364;;(2, 4);1;1041
0.6363636363636364;;(2, 4);1;1042
0.6363636363636364;;(2, 4);1;1043
0.6363636363636364;;(2, 4);1;1044
0.6363636363636364;;(2, 4);1;1045
0.6363636363636364;;(2, 4);1;1046
0.6363636363636364;;(2, 4);1;1047
0.6363636363636364;;(2, 4);1;1048
0.6363636363636364;;(2, 4);1;1049
0.6363636363636364;;(2, 4);1;1050
0.6363636363636364;;(2, 4);1;1051
0.6363636363636364;;(2, 4);1;1052
0.6363636363636364;;(2, 4);1;1053
0.6363636363636364;;(2, 4);1;1054
0.6363636363636364;;(2, 4);1;1055
0.6363636363636364;Idle;(2, 4);1;1056
0.6363636363636364;MoveEast;(3, 4);1;1057
0.6363636363636364;MoveEast;(4, 4);1;1058
0.6363636363636364;MoveEast;(5, 4);1;1059
0.6363636363636364;MoveSouthEast;(6, 5);1;1060
0.6363636363636364;MoveEast;(7, 5);1;1061
0.6363636363636364;MoveEast;(8, 5);1;1062
0.6363636363636364;MoveSouthEast;(9, 6);1;1063
0.6363636363636364;Idle;(9, 6);1;1064
0.6363636363636364;MoveSouth;(9, 7);1;1065
0.6363636363636364;RemoveObject;(9, 7);1;1066
0.6363636363636364;;(9, 7);1;1067
0.6363636363636364;;(9, 7);1;1068
0.6363636363636364;;(9, 7);1;1069
0.6363636363636364;;(9, 7);1;1070
0.6363636363636364;;(9, 7);1;1071
0.6363636363636364;;(9, 7);1;1072
0.6363636363636364;;(9, 7);1;1073
0.6363636363636364;;(9, 7);1;1074
0.6363636363636364;;(9, 7);1;1075
0.6363636363636364;;(9, 7);1;1076
0.6363636363636364;;(9, 7);1;1077
0.6363636363636364;;(9, 7);1;1078
0.6363636363636364;;(9, 7);1;1079
0.6363636363636364;;(9, 7);1;1080
0.6363636363636364;;(9, 7);1;1081
0.6363636363636364;;(9, 7);1;1082
0.6363636363636364;;(9, 7);1;1083
0.6363636363636364;;(9, 7);1;1084
0.6363636363636364;RemoveObject;(9, 7);1;1085
0.6363636363636364;Idle;(9, 7);1;1086
0.6363636363636364;MoveNorthEast;(10, 6);1;1087
0.6363636363636364;MoveEast;(11, 6);1;1088
0.6363636363636364;MoveEast;(12, 6);1;1089
0.6363636363636364;MoveEast;(13, 6);1;1090
0.6363636363636364;MoveEast;(14, 6);1;1091
0.6363636363636364;MoveEast;(15, 6);1;1092
0.6363636363636364;MoveEast;(16, 6);1;1093
0.6363636363636364;Idle;(16, 6);1;1094
0.6363636363636364;MoveSouth;(16, 7);1;1095
0.6363636363636364;RemoveObject;(16, 7);1;1096
0.6363636363636364;;(16, 7);1;1097
0.6363636363636364;;(16, 7);1;1098
0.6363636363636364;;(16, 7);1;1099
0.6363636363636364;;(16, 7);1;1100
0.6363636363636364;;(16, 7);1;1101
0.6363636363636364;;(16, 7);1;1102
0.6363636363636364;;(16, 7);1;1103
0.6363636363636364;;(16, 7);1;1104
0.6363636363636364;;(16, 7);1;1105
0.6363636363636364;;(16, 7);1;1106
0.6363636363636364;;(16, 7);1;1107
0.6363636363636364;;(16, 7);1;1108
0.6363636363636364;;(16, 7);1;1109
0.6363636363636364;;(16, 7);1;1110
0.6363636363636364;;(16, 7);1;1111
0.6363636363636364;;(16, 7);1;1112
0.6363636363636364;;(16, 7);1;1113
0.6363636363636364;;(16, 7);1;1114
0.6363636363636364;RemoveObject;(16, 7);1;1115
0.6363636363636364;Idle;(16, 7);1;1116
0.6363636363636364;MoveNorthEast;(17, 6);1;1117
0.6363636363636364;MoveEast;(18, 6);1;1118
0.6363636363636364;MoveEast;(19, 6);1;1119
0.6363636363636364;MoveNorthEast;(20, 5);1;1120
0.6363636363636364;MoveEast;(21, 5);1;1121
0.6363636363636364;MoveNorthEast;(22, 4);1;1122
0.6363636363636364;MoveEast;(23, 4);1;1123
0.6363636363636364;Idle;(23, 4);1;1124
0.6363636363636364;MoveNorth;(23, 3);1;1125
0.6363636363636364;;(23, 3);1;1126
0.6363636363636364;;(23, 3);1;1127
0.6363636363636364;;(23, 3);1;1128
0.6363636363636364;;(23, 3);1;1129
0.6363636363636364;;(23, 3);1;1130
0.6363636363636364;;(23, 3);1;1131
0.6363636363636364;;(23, 3);1;1132
0.6363636363636364;;(23, 3);1;1133
0.6363636363636364;;(23, 3);1;1134
0.6363636363636364;;(23, 3);1;1135
0.6363636363636364;;(23, 3);1;1136
0.6363636363636364;;(23, 3);1;1137
0.6363636363636364;;(23, 3);1;1138
0.6363636363636364;;(23, 3);1;1139
0.6363636363636364;;(23, 3);1;1140
0.6363636363636364;;(23, 3);1;1141
0.6363636363636364;;(23, 3);1;1142
0.6363636363636364;;(23, 3);1;1143
0.6363636363636364;;(23, 3);1;1144
0.6363636363636364;RemoveObject;(23, 3);1;1145
0.6363636363636364;Idle;(23, 3);1;1146
0.6363636363636364;MoveSouthWest;(22, 4);1;1147
0.6363636363636364;MoveSouthWest;(21, 5);1;1148
0.6363636363636364;MoveSouthWest;(20, 6);1;1149
0.6363636363636364;MoveSouthWest;(19, 7);1;1150
0.6363636363636364;MoveSouth;(19, 8);1;1151
0.6363636363636364;MoveSouth;(19, 9);1;1152
0.6363636363636364;MoveSouth;(19, 10);1;1153
0.6363636363636364;MoveSouthWest;(18, 11);1;1154
0.6363636363636364;MoveSouthWest;(17, 12);1;1155
0.6363636363636364;MoveSouthWest;(16, 13);1;1156
0.6363636363636364;MoveWest;(15, 13);1;1157
0.6363636363636364;MoveWest;(14, 13);1;1158
0.6363636363636364;MoveSouthWest;(13, 14);1;1159
0.6363636363636364;MoveSouthWest;(12, 15);1;1160
0.6363636363636364;MoveSouth;(12, 16);1;1161
0.6363636363636364;MoveSouth;(12, 17);1;1162
0.6363636363636364;MoveSouthWest;(11, 18);1;1163
0.6363636363636364;MoveSouthWest;(10, 19);1;1164
0.6363636363636364;MoveSouthWest;(9, 20);1;1165
0.6363636363636364;Idle;(9, 20);1;1166
0.6363636363636364;MoveSouth;(9, 21);1;1167
0.6363636363636364;RemoveObject;(9, 21);1;1168
0.6363636363636364;;(9, 21);1;1169
0.6363636363636364;;(9, 21);1;1170
0.6363636363636364;;(9, 21);1;1171
0.6363636363636364;;(9, 21);1;1172
0.6363636363636364;;(9, 21);1;1173
0.6363636363636364;;(9, 21);1;1174
0.6363636363636364;;(9, 21);1;1175
0.6363636363636364;;(9, 21);1;1176
0.6363636363636364;;(9, 21);1;1177
0.6363636363636364;;(9, 21);1;1178
0.6363636363636364;;(9, 21);1;1179
0.6363636363636364;;(9, 21);1;1180
0.6363636363636364;;(9, 21);1;1181
0.6363636363636364;;(9, 21);1;1182
0.6363636363636364;;(9, 21);1;1183
0.6363636363636364;;(9, 21);1;1184
0.6363636363636364;;(9, 21);1;1185
0.6363636363636364;;(9, 21);1;1186
0.6363636363636364;RemoveObject;(9, 21);1;1187
0.6363636363636364;MoveNorthWest;(8, 20);1;1188
0.6363636363636364;Idle;(8, 20);1;1189
0.6363636363636364;;(8, 20);1;1190
0.6363636363636364;;(8, 20);1;1191
0.6363636363636364;;(8, 20);1;1192
0.6363636363636364;;(8, 20);1;1193
0.6363636363636364;;(8, 20);1;1194
0.6363636363636364;;(8, 20);1;1195
0.6363636363636364;;(8, 20);1;1196
0.6363636363636364;;(8, 20);1;1197
0.6363636363636364;;(8, 20);1;1198
0.6363636363636364;;(8, 20);1;1199
0.6363636363636364;;(8, 20);1;1200
0.6363636363636364;;(8, 20);1;1201
0.6363636363636364;;(8, 20);1;1202
0.6363636363636364;;(8, 20);1;1203
0.6363636363636364;;(8, 20);1;1204
0.6363636363636364;;(8, 20);1;1205
0.6363636363636364;;(8, 20);1;1206
0.6363636363636364;;(8, 20);1;1207
0.6363636363636364;;(8, 20);1;1208
0.6363636363636364;;(8, 20);1;1209
0.6363636363636364;;(8, 20);1;1210
0.6363636363636364;;(8, 20);1;1211
0.6363636363636364;;(8, 20);1;1212
0.6363636363636364;;(8, 20);1;1213
0.6363636363636364;;(8, 20);1;1214
0.6363636363636364;;(8, 20);1;1215
0.6363636363636364;;(8, 20);1;1216
0.6363636363636364;;(8, 20);1;1217
0.6363636363636364;;(8, 20);1;1218
0.6363636363636364;;(8, 20);1;1219
0.6363636363636364;;(8, 20);1;1220
0.6363636363636364;;(8, 20);1;1221
0.6363636363636364;;(8, 20);1;1222
0.6363636363636364;;(8, 20);1;1223
0.6363636363636364;;(8, 20);1;1224
0.6363636363636364;;(8, 20);1;1225
0.6363636363636364;;(8, 20);1;1226
0.6363636363636364;;(8, 20);1;1227
0.6363636363636364;;(8, 20);1;1228
0.6363636363636364;;(8, 20);1;1229
0.6363636363636364;;(8, 20);1;1230
0.6363636363636364;;(8, 20);1;1231
0.6363636363636364;;(8, 20);1;1232
0.6363636363636364;;(8, 20);1;1233
0.6363636363636364;;(8, 20);1;1234
0.6363636363636364;;(8, 20);1;1235
0.6363636363636364;;(8, 20);1;1236
0.6363636363636364;;(8, 20);1;1237
0.6363636363636364;;(8, 20);1;1238
0.6363636363636364;;(8, 20);1;1239
0.6363636363636364;MoveWest;(7, 20);1;1240
0.6363636363636364;MoveWest;(6, 20);1;1241
0.6363636363636364;MoveWest;(5, 20);1;1242
0.6363636363636364;MoveWest;(4, 20);1;1243
0.6363636363636364;MoveWest;(3, 20);1;1244
0.6363636363636364;MoveWest;(2, 20);1;1245
0.6363636363636364;Idle;(2, 20);1;1246
0.6363636363636364;MoveSouth;(2, 21);1;1247
0.6363636363636364;MoveSouthWest;(1, 22);1;1248
0.6363636363636364;MoveSouth;(1, 23);1;1249
0.6363636363636364;MoveNorthEast;(2, 22);1;1250
0.6363636363636364;MoveSouth;(2, 23);1;1251
0.6363636363636364;AddObject;(2, 23);1;1252
0.6363636363636364;Idle;(2, 23);1;1253
0.6363636363636364;;(2, 23);1;1254
0.6363636363636364;;(2, 23);1;1255
0.6363636363636364;;(2, 23);1;1256
0.6363636363636364;;(2, 23);1;1257
0.6363636363636364;;(2, 23);1;1258
0.6363636363636364;;(2, 23);1;1259
0.6363636363636364;;(2, 23);1;1260
0.6363636363636364;;(2, 23);1;1261
0.6363636363636364;;(2, 23);1;1262
0.6363636363636364;;(2, 23);1;1263
0.6363636363636364;;(2, 23);1;1264
0.6363636363636364;;(2, 23);1;1265
0.6363636363636364;;(2, 23);1;1266
0.6363636363636364;;(2, 23);1;1267
0.6363636363636364;;(2, 23);1;1268
0.6363636363636364;;(2, 23);1;1269
0.6363636363636364;;(2, 23);1;1270
0.6363636363636364;;(2, 23);1;1271
0.6363636363636364;;(2, 23);1;1272
0.6363636363636364;;(2, 23);1;1273
0.6363636363636364;;(2, 23);1;1274
0.6363636363636364;;(2, 23);1;1275
0.6363636363636364;;(2, 23);1;1276
0.6363636363636364;;(2, 23);1;1277
0.6363636363636364;;(2, 23);1;1278
0.6363636363636364;;(2, 23);1;1279
